year,month,day,hour,price_PT,price_ES,date
2023,1,1,1,0.0,0.0,2023-01-01
2023,1,1,2,0.0,0.0,2023-01-01
2023,1,1,3,0.0,0.0,2023-01-01
2023,1,1,4,0.0,0.0,2023-01-01
2023,1,1,5,0.0,0.0,2023-01-01
2023,1,1,6,0.0,0.0,2023-01-01
2023,1,1,7,0.0,0.0,2023-01-01
2023,1,1,8,0.0,0.0,2023-01-01
2023,1,1,9,0.0,0.0,2023-01-01
2023,1,1,10,0.0,0.0,2023-01-01
2023,1,1,11,0.0,0.0,2023-01-01
2023,1,1,12,0.0,0.0,2023-01-01
2023,1,1,13,0.0,0.0,2023-01-01
2023,1,1,14,0.1,0.1,2023-01-01
2023,1,1,15,0.1,0.1,2023-01-01
2023,1,1,16,0.01,0.01,2023-01-01
2023,1,1,17,1.0,1.0,2023-01-01
2023,1,1,18,4.16,4.16,2023-01-01
2023,1,1,19,15.1,15.1,2023-01-01
2023,1,1,20,19.51,19.51,2023-01-01
2023,1,1,21,24.61,24.61,2023-01-01
2023,1,1,22,40.07,40.07,2023-01-01
2023,1,1,23,40.07,40.07,2023-01-01
2023,1,2,0,16.0,16.0,2023-01-02
2023,1,2,1,61.38,61.38,2023-01-02
2023,1,2,2,42.17,42.17,2023-01-02
2023,1,2,3,42.0,42.0,2023-01-02
2023,1,2,4,42.07,42.07,2023-01-02
2023,1,2,5,42.17,42.17,2023-01-02
2023,1,2,6,63.22,63.22,2023-01-02
2023,1,2,7,85.0,85.0,2023-01-02
2023,1,2,8,105.36,105.36,2023-01-02
2023,1,2,9,119.46,131.0,2023-01-02
2023,1,2,10,120.14,131.58,2023-01-02
2023,1,2,11,121.21,127.0,2023-01-02
2023,1,2,12,125.0,126.07,2023-01-02
2023,1,2,13,126.75,127.0,2023-01-02
2023,1,2,14,126.75,130.0,2023-01-02
2023,1,2,15,128.0,131.0,2023-01-02
2023,1,2,16,128.0,128.0,2023-01-02
2023,1,2,17,129.0,131.88,2023-01-02
2023,1,2,18,140.0,160.0,2023-01-02
2023,1,2,19,174.74,174.74,2023-01-02
2023,1,2,20,165.76,165.76,2023-01-02
2023,1,2,21,153.0,153.0,2023-01-02
2023,1,2,22,141.67,141.67,2023-01-02
2023,1,2,23,134.91,134.91,2023-01-02
2023,1,3,0,124.22,124.22,2023-01-03
2023,1,3,1,130.01,130.01,2023-01-03
2023,1,3,2,120.0,120.0,2023-01-03
2023,1,3,3,118.76,118.76,2023-01-03
2023,1,3,4,115.0,115.0,2023-01-03
2023,1,3,5,113.63,113.63,2023-01-03
2023,1,3,6,116.27,116.27,2023-01-03
2023,1,3,7,138.92,138.92,2023-01-03
2023,1,3,8,142.11,155.59,2023-01-03
2023,1,3,9,148.56,169.17,2023-01-03
2023,1,3,10,158.89,171.18,2023-01-03
2023,1,3,11,154.9,154.9,2023-01-03
2023,1,3,12,146.71,146.71,2023-01-03
2023,1,3,13,133.33,133.33,2023-01-03
2023,1,3,14,130.0,130.0,2023-01-03
2023,1,3,15,126.0,126.0,2023-01-03
2023,1,3,16,120.0,120.0,2023-01-03
2023,1,3,17,135.56,135.56,2023-01-03
2023,1,3,18,156.3,156.3,2023-01-03
2023,1,3,19,169.01,169.01,2023-01-03
2023,1,3,20,160.99,160.99,2023-01-03
2023,1,3,21,152.1,152.1,2023-01-03
2023,1,3,22,149.92,149.92,2023-01-03
2023,1,3,23,132.53,132.53,2023-01-03
2023,1,4,0,115.0,115.0,2023-01-04
2023,1,4,1,119.99,119.99,2023-01-04
2023,1,4,2,100.0,100.0,2023-01-04
2023,1,4,3,90.23,90.23,2023-01-04
2023,1,4,4,84.2,84.2,2023-01-04
2023,1,4,5,80.23,80.23,2023-01-04
2023,1,4,6,87.31,87.31,2023-01-04
2023,1,4,7,109.0,109.0,2023-01-04
2023,1,4,8,105.1,105.1,2023-01-04
2023,1,4,9,134.16,134.16,2023-01-04
2023,1,4,10,129.3,129.3,2023-01-04
2023,1,4,11,120.7,120.7,2023-01-04
2023,1,4,12,96.77,96.77,2023-01-04
2023,1,4,13,105.03,105.03,2023-01-04
2023,1,4,14,106.0,106.0,2023-01-04
2023,1,4,15,105.07,105.07,2023-01-04
2023,1,4,16,103.9,103.9,2023-01-04
2023,1,4,17,107.98,107.98,2023-01-04
2023,1,4,18,129.82,129.82,2023-01-04
2023,1,4,19,167.29,167.29,2023-01-04
2023,1,4,20,160.6,160.6,2023-01-04
2023,1,4,21,151.55,151.55,2023-01-04
2023,1,4,22,140.61,140.61,2023-01-04
2023,1,4,23,126.58,126.58,2023-01-04
2023,1,5,0,104.75,104.75,2023-01-05
2023,1,5,1,95.05,95.05,2023-01-05
2023,1,5,2,79.21,79.21,2023-01-05
2023,1,5,3,68.07,68.07,2023-01-05
2023,1,5,4,64.27,64.27,2023-01-05
2023,1,5,5,61.97,61.97,2023-01-05
2023,1,5,6,65.1,65.1,2023-01-05
2023,1,5,7,95.05,95.05,2023-01-05
2023,1,5,8,108.23,108.23,2023-01-05
2023,1,5,9,118.9,135.0,2023-01-05
2023,1,5,10,123.27,123.27,2023-01-05
2023,1,5,11,104.97,104.97,2023-01-05
2023,1,5,12,113.53,113.53,2023-01-05
2023,1,5,13,100.82,100.82,2023-01-05
2023,1,5,14,96.44,96.44,2023-01-05
2023,1,5,15,93.9,93.9,2023-01-05
2023,1,5,16,91.16,91.16,2023-01-05
2023,1,5,17,94.43,94.43,2023-01-05
2023,1,5,18,118.9,118.9,2023-01-05
2023,1,5,19,163.2,163.2,2023-01-05
2023,1,5,20,177.98,177.98,2023-01-05
2023,1,5,21,163.99,163.99,2023-01-05
2023,1,5,22,152.0,152.0,2023-01-05
2023,1,5,23,135.0,135.0,2023-01-05
2023,1,6,0,118.9,118.9,2023-01-06
2023,1,6,1,107.21,107.21,2023-01-06
2023,1,6,2,101.1,101.1,2023-01-06
2023,1,6,3,96.73,96.73,2023-01-06
2023,1,6,4,81.37,81.37,2023-01-06
2023,1,6,5,75.75,75.75,2023-01-06
2023,1,6,6,81.0,81.0,2023-01-06
2023,1,6,7,97.45,97.45,2023-01-06
2023,1,6,8,107.82,107.82,2023-01-06
2023,1,6,9,122.8,122.8,2023-01-06
2023,1,6,10,125.0,125.0,2023-01-06
2023,1,6,11,120.7,120.7,2023-01-06
2023,1,6,12,110.05,110.05,2023-01-06
2023,1,6,13,103.36,103.36,2023-01-06
2023,1,6,14,90.23,90.23,2023-01-06
2023,1,6,15,80.23,80.23,2023-01-06
2023,1,6,16,70.0,70.0,2023-01-06
2023,1,6,17,80.43,80.43,2023-01-06
2023,1,6,18,121.2,121.2,2023-01-06
2023,1,6,19,128.47,128.47,2023-01-06
2023,1,6,20,137.73,137.73,2023-01-06
2023,1,6,21,137.73,137.73,2023-01-06
2023,1,6,22,132.0,132.0,2023-01-06
2023,1,6,23,99.9,99.9,2023-01-06
2023,1,7,0,91.1,91.1,2023-01-07
2023,1,7,1,53.42,53.42,2023-01-07
2023,1,7,2,40.3,40.3,2023-01-07
2023,1,7,3,25.5,25.5,2023-01-07
2023,1,7,4,24.8,24.8,2023-01-07
2023,1,7,5,20.0,20.0,2023-01-07
2023,1,7,6,14.85,14.85,2023-01-07
2023,1,7,7,14.85,14.85,2023-01-07
2023,1,7,8,14.0,14.0,2023-01-07
2023,1,7,9,18.28,18.28,2023-01-07
2023,1,7,10,20.2,20.2,2023-01-07
2023,1,7,11,18.28,18.28,2023-01-07
2023,1,7,12,14.0,14.0,2023-01-07
2023,1,7,13,10.35,10.35,2023-01-07
2023,1,7,14,8.0,8.0,2023-01-07
2023,1,7,15,5.46,5.46,2023-01-07
2023,1,7,16,4.16,4.16,2023-01-07
2023,1,7,17,8.0,8.0,2023-01-07
2023,1,7,18,24.61,24.61,2023-01-07
2023,1,7,19,40.0,40.0,2023-01-07
2023,1,7,20,43.45,43.45,2023-01-07
2023,1,7,21,50.0,50.0,2023-01-07
2023,1,7,22,43.45,43.45,2023-01-07
2023,1,7,23,30.0,30.0,2023-01-07
2023,1,8,0,24.61,24.61,2023-01-08
2023,1,8,1,7.0,7.0,2023-01-08
2023,1,8,2,5.0,5.0,2023-01-08
2023,1,8,3,4.2,4.2,2023-01-08
2023,1,8,4,4.16,4.16,2023-01-08
2023,1,8,5,4.16,4.16,2023-01-08
2023,1,8,6,4.16,4.16,2023-01-08
2023,1,8,7,4.16,4.16,2023-01-08
2023,1,8,8,4.16,4.16,2023-01-08
2023,1,8,9,4.16,4.16,2023-01-08
2023,1,8,10,5.0,5.0,2023-01-08
2023,1,8,11,5.1,5.1,2023-01-08
2023,1,8,12,5.05,5.05,2023-01-08
2023,1,8,13,4.9,4.9,2023-01-08
2023,1,8,14,5.0,5.0,2023-01-08
2023,1,8,15,4.6,4.6,2023-01-08
2023,1,8,16,4.2,4.2,2023-01-08
2023,1,8,17,4.6,4.6,2023-01-08
2023,1,8,18,7.1,7.1,2023-01-08
2023,1,8,19,17.8,17.8,2023-01-08
2023,1,8,20,24.61,24.61,2023-01-08
2023,1,8,21,40.0,40.0,2023-01-08
2023,1,8,22,40.0,40.0,2023-01-08
2023,1,8,23,21.94,21.94,2023-01-08
2023,1,9,0,15.7,15.7,2023-01-09
2023,1,9,1,5.1,5.1,2023-01-09
2023,1,9,2,4.2,4.2,2023-01-09
2023,1,9,3,4.2,4.2,2023-01-09
2023,1,9,4,4.2,4.2,2023-01-09
2023,1,9,5,4.6,4.6,2023-01-09
2023,1,9,6,5.5,5.5,2023-01-09
2023,1,9,7,24.61,24.61,2023-01-09
2023,1,9,8,80.0,80.0,2023-01-09
2023,1,9,9,118.0,118.0,2023-01-09
2023,1,9,10,121.16,121.16,2023-01-09
2023,1,9,11,119.58,119.58,2023-01-09
2023,1,9,12,115.0,115.0,2023-01-09
2023,1,9,13,106.0,106.0,2023-01-09
2023,1,9,14,91.84,91.84,2023-01-09
2023,1,9,15,81.28,81.28,2023-01-09
2023,1,9,16,72.32,72.32,2023-01-09
2023,1,9,17,99.1,99.1,2023-01-09
2023,1,9,18,130.26,130.26,2023-01-09
2023,1,9,19,161.5,161.5,2023-01-09
2023,1,9,20,171.62,171.62,2023-01-09
2023,1,9,21,161.21,161.21,2023-01-09
2023,1,9,22,139.16,139.16,2023-01-09
2023,1,9,23,132.0,132.0,2023-01-09
2023,1,10,0,106.34,106.34,2023-01-10
2023,1,10,1,105.98,105.98,2023-01-10
2023,1,10,2,96.79,96.79,2023-01-10
2023,1,10,3,95.31,95.31,2023-01-10
2023,1,10,4,90.19,90.19,2023-01-10
2023,1,10,5,93.0,93.0,2023-01-10
2023,1,10,6,98.0,98.0,2023-01-10
2023,1,10,7,117.67,117.67,2023-01-10
2023,1,10,8,132.67,132.67,2023-01-10
2023,1,10,9,141.84,141.84,2023-01-10
2023,1,10,10,141.44,141.44,2023-01-10
2023,1,10,11,125.3,125.3,2023-01-10
2023,1,10,12,101.0,101.0,2023-01-10
2023,1,10,13,97.6,97.6,2023-01-10
2023,1,10,14,95.5,95.5,2023-01-10
2023,1,10,15,92.6,92.6,2023-01-10
2023,1,10,16,92.0,92.0,2023-01-10
2023,1,10,17,98.0,98.0,2023-01-10
2023,1,10,18,133.28,133.28,2023-01-10
2023,1,10,19,144.74,144.74,2023-01-10
2023,1,10,20,141.07,141.07,2023-01-10
2023,1,10,21,124.84,124.84,2023-01-10
2023,1,10,22,109.65,109.65,2023-01-10
2023,1,10,23,92.8,92.8,2023-01-10
2023,1,11,0,64.3,64.3,2023-01-11
2023,1,11,1,35.0,35.0,2023-01-11
2023,1,11,2,8.0,8.0,2023-01-11
2023,1,11,3,4.16,4.16,2023-01-11
2023,1,11,4,4.16,4.16,2023-01-11
2023,1,11,5,4.16,4.16,2023-01-11
2023,1,11,6,5.53,5.53,2023-01-11
2023,1,11,7,64.37,64.37,2023-01-11
2023,1,11,8,99.99,99.99,2023-01-11
2023,1,11,9,139.02,139.02,2023-01-11
2023,1,11,10,138.67,138.67,2023-01-11
2023,1,11,11,130.0,130.0,2023-01-11
2023,1,11,12,107.35,107.35,2023-01-11
2023,1,11,13,95.96,95.96,2023-01-11
2023,1,11,14,84.77,84.77,2023-01-11
2023,1,11,15,66.02,66.02,2023-01-11
2023,1,11,16,62.87,62.87,2023-01-11
2023,1,11,17,85.15,85.15,2023-01-11
2023,1,11,18,130.0,130.0,2023-01-11
2023,1,11,19,134.95,134.95,2023-01-11
2023,1,11,20,131.96,131.96,2023-01-11
2023,1,11,21,136.65,136.65,2023-01-11
2023,1,11,22,135.07,135.07,2023-01-11
2023,1,11,23,115.16,115.16,2023-01-11
2023,1,12,0,93.08,93.08,2023-01-12
2023,1,12,1,69.5,69.5,2023-01-12
2023,1,12,2,56.6,56.6,2023-01-12
2023,1,12,3,56.0,56.0,2023-01-12
2023,1,12,4,56.0,56.0,2023-01-12
2023,1,12,5,55.7,55.7,2023-01-12
2023,1,12,6,56.6,56.6,2023-01-12
2023,1,12,7,91.12,91.12,2023-01-12
2023,1,12,8,118.91,118.91,2023-01-12
2023,1,12,9,122.1,122.1,2023-01-12
2023,1,12,10,120.0,120.0,2023-01-12
2023,1,12,11,102.84,102.84,2023-01-12
2023,1,12,12,98.6,98.6,2023-01-12
2023,1,12,13,85.67,85.67,2023-01-12
2023,1,12,14,81.59,81.59,2023-01-12
2023,1,12,15,70.34,70.34,2023-01-12
2023,1,12,16,70.76,70.76,2023-01-12
2023,1,12,17,94.18,94.18,2023-01-12
2023,1,12,18,120.63,120.63,2023-01-12
2023,1,12,19,132.89,132.89,2023-01-12
2023,1,12,20,141.43,141.43,2023-01-12
2023,1,12,21,142.22,142.22,2023-01-12
2023,1,12,22,114.74,114.74,2023-01-12
2023,1,12,23,104.79,104.79,2023-01-12
2023,1,13,0,61.32,61.32,2023-01-13
2023,1,13,1,59.83,59.83,2023-01-13
2023,1,13,2,44.2,44.2,2023-01-13
2023,1,13,3,39.05,39.05,2023-01-13
2023,1,13,4,39.0,39.0,2023-01-13
2023,1,13,5,38.7,38.7,2023-01-13
2023,1,13,6,39.0,39.0,2023-01-13
2023,1,13,7,58.92,58.92,2023-01-13
2023,1,13,8,92.58,92.58,2023-01-13
2023,1,13,9,111.33,111.33,2023-01-13
2023,1,13,10,106.03,106.03,2023-01-13
2023,1,13,11,98.74,98.74,2023-01-13
2023,1,13,12,91.17,91.17,2023-01-13
2023,1,13,13,82.89,82.89,2023-01-13
2023,1,13,14,76.14,76.14,2023-01-13
2023,1,13,15,77.96,77.96,2023-01-13
2023,1,13,16,80.0,80.0,2023-01-13
2023,1,13,17,90.14,90.14,2023-01-13
2023,1,13,18,113.13,113.13,2023-01-13
2023,1,13,19,128.08,128.08,2023-01-13
2023,1,13,20,149.0,149.0,2023-01-13
2023,1,13,21,154.7,154.7,2023-01-13
2023,1,13,22,138.69,138.69,2023-01-13
2023,1,13,23,110.37,110.37,2023-01-13
2023,1,14,0,103.94,103.94,2023-01-14
2023,1,14,1,80.0,80.0,2023-01-14
2023,1,14,2,73.5,73.5,2023-01-14
2023,1,14,3,65.91,65.91,2023-01-14
2023,1,14,4,49.95,49.95,2023-01-14
2023,1,14,5,45.37,45.37,2023-01-14
2023,1,14,6,45.0,45.0,2023-01-14
2023,1,14,7,48.23,48.23,2023-01-14
2023,1,14,8,59.39,59.39,2023-01-14
2023,1,14,9,60.65,60.65,2023-01-14
2023,1,14,10,68.71,68.71,2023-01-14
2023,1,14,11,54.23,54.23,2023-01-14
2023,1,14,12,45.4,45.4,2023-01-14
2023,1,14,13,45.4,45.4,2023-01-14
2023,1,14,14,45.0,45.0,2023-01-14
2023,1,14,15,40.0,40.0,2023-01-14
2023,1,14,16,35.0,35.0,2023-01-14
2023,1,14,17,42.97,42.97,2023-01-14
2023,1,14,18,54.23,54.23,2023-01-14
2023,1,14,19,64.5,64.5,2023-01-14
2023,1,14,20,69.78,69.78,2023-01-14
2023,1,14,21,54.52,54.52,2023-01-14
2023,1,14,22,45.0,45.0,2023-01-14
2023,1,14,23,44.2,44.2,2023-01-14
2023,1,15,0,35.0,35.0,2023-01-15
2023,1,15,1,25.0,25.0,2023-01-15
2023,1,15,2,17.08,17.08,2023-01-15
2023,1,15,3,13.94,13.94,2023-01-15
2023,1,15,4,4.16,4.16,2023-01-15
2023,1,15,5,3.1,3.1,2023-01-15
2023,1,15,6,4.16,4.16,2023-01-15
2023,1,15,7,4.16,4.16,2023-01-15
2023,1,15,8,5.0,5.0,2023-01-15
2023,1,15,9,16.18,16.18,2023-01-15
2023,1,15,10,26.73,26.73,2023-01-15
2023,1,15,11,31.1,31.1,2023-01-15
2023,1,15,12,24.61,24.61,2023-01-15
2023,1,15,13,23.0,23.0,2023-01-15
2023,1,15,14,21.94,21.94,2023-01-15
2023,1,15,15,19.23,19.23,2023-01-15
2023,1,15,16,15.0,15.0,2023-01-15
2023,1,15,17,19.93,19.93,2023-01-15
2023,1,15,18,30.0,30.0,2023-01-15
2023,1,15,19,35.6,35.6,2023-01-15
2023,1,15,20,40.0,40.0,2023-01-15
2023,1,15,21,50.56,50.56,2023-01-15
2023,1,15,22,41.28,41.28,2023-01-15
2023,1,15,23,34.5,34.5,2023-01-15
2023,1,16,0,23.0,23.0,2023-01-16
2023,1,16,1,4.16,4.16,2023-01-16
2023,1,16,2,3.0,3.0,2023-01-16
2023,1,16,3,4.16,4.16,2023-01-16
2023,1,16,4,3.0,3.0,2023-01-16
2023,1,16,5,3.0,3.0,2023-01-16
2023,1,16,6,4.16,4.16,2023-01-16
2023,1,16,7,4.16,4.16,2023-01-16
2023,1,16,8,12.0,12.0,2023-01-16
2023,1,16,9,22.8,22.8,2023-01-16
2023,1,16,10,22.8,22.8,2023-01-16
2023,1,16,11,20.9,20.9,2023-01-16
2023,1,16,12,14.0,14.0,2023-01-16
2023,1,16,13,14.0,14.0,2023-01-16
2023,1,16,14,15.0,15.0,2023-01-16
2023,1,16,15,9.69,9.69,2023-01-16
2023,1,16,16,9.69,9.69,2023-01-16
2023,1,16,17,9.69,9.69,2023-01-16
2023,1,16,18,14.0,14.0,2023-01-16
2023,1,16,19,22.4,22.4,2023-01-16
2023,1,16,20,31.75,31.75,2023-01-16
2023,1,16,21,34.2,34.2,2023-01-16
2023,1,16,22,24.61,24.61,2023-01-16
2023,1,16,23,9.99,9.99,2023-01-16
2023,1,17,0,4.16,4.16,2023-01-17
2023,1,17,1,4.16,4.16,2023-01-17
2023,1,17,2,4.16,4.16,2023-01-17
2023,1,17,3,2.99,2.99,2023-01-17
2023,1,17,4,1.49,1.49,2023-01-17
2023,1,17,5,0.65,0.65,2023-01-17
2023,1,17,6,1.49,1.49,2023-01-17
2023,1,17,7,4.16,4.16,2023-01-17
2023,1,17,8,4.16,4.16,2023-01-17
2023,1,17,9,4.7,4.7,2023-01-17
2023,1,17,10,4.85,4.85,2023-01-17
2023,1,17,11,4.16,4.16,2023-01-17
2023,1,17,12,4.16,4.16,2023-01-17
2023,1,17,13,4.16,4.16,2023-01-17
2023,1,17,14,4.16,4.16,2023-01-17
2023,1,17,15,4.16,4.16,2023-01-17
2023,1,17,16,4.16,4.16,2023-01-17
2023,1,17,17,4.16,4.16,2023-01-17
2023,1,17,18,4.16,4.16,2023-01-17
2023,1,17,19,4.95,4.95,2023-01-17
2023,1,17,20,12.46,12.46,2023-01-17
2023,1,17,21,17.5,17.5,2023-01-17
2023,1,17,22,12.2,12.2,2023-01-17
2023,1,17,23,4.95,4.95,2023-01-17
2023,1,18,0,4.16,4.16,2023-01-18
2023,1,18,1,3.8,3.8,2023-01-18
2023,1,18,2,0.57,0.57,2023-01-18
2023,1,18,3,0.1,0.1,2023-01-18
2023,1,18,4,0.1,0.1,2023-01-18
2023,1,18,5,0.12,0.12,2023-01-18
2023,1,18,6,0.65,0.65,2023-01-18
2023,1,18,7,1.8,1.8,2023-01-18
2023,1,18,8,10.0,10.0,2023-01-18
2023,1,18,9,21.0,24.61,2023-01-18
2023,1,18,10,21.34,21.34,2023-01-18
2023,1,18,11,12.6,12.6,2023-01-18
2023,1,18,12,4.16,4.16,2023-01-18
2023,1,18,13,4.16,4.16,2023-01-18
2023,1,18,14,4.16,4.16,2023-01-18
2023,1,18,15,4.16,4.16,2023-01-18
2023,1,18,16,4.16,4.16,2023-01-18
2023,1,18,17,4.16,4.16,2023-01-18
2023,1,18,18,14.0,14.0,2023-01-18
2023,1,18,19,35.74,35.74,2023-01-18
2023,1,18,20,105.95,105.95,2023-01-18
2023,1,18,21,122.7,122.7,2023-01-18
2023,1,18,22,100.0,100.0,2023-01-18
2023,1,18,23,25.59,25.59,2023-01-18
2023,1,19,0,14.0,14.0,2023-01-19
2023,1,19,1,40.86,40.86,2023-01-19
2023,1,19,2,29.99,29.99,2023-01-19
2023,1,19,3,24.98,24.98,2023-01-19
2023,1,19,4,24.61,24.61,2023-01-19
2023,1,19,5,24.0,24.0,2023-01-19
2023,1,19,6,24.61,24.61,2023-01-19
2023,1,19,7,26.4,26.4,2023-01-19
2023,1,19,8,62.0,62.0,2023-01-19
2023,1,19,9,94.8,94.8,2023-01-19
2023,1,19,10,66.72,66.72,2023-01-19
2023,1,19,11,26.8,26.8,2023-01-19
2023,1,19,12,22.6,22.6,2023-01-19
2023,1,19,13,21.94,21.94,2023-01-19
2023,1,19,14,21.0,21.0,2023-01-19
2023,1,19,15,18.57,18.57,2023-01-19
2023,1,19,16,18.35,18.35,2023-01-19
2023,1,19,17,20.0,20.0,2023-01-19
2023,1,19,18,24.61,24.61,2023-01-19
2023,1,19,19,38.59,38.59,2023-01-19
2023,1,19,20,48.85,48.85,2023-01-19
2023,1,19,21,54.8,54.8,2023-01-19
2023,1,19,22,41.3,41.3,2023-01-19
2023,1,19,23,30.0,30.0,2023-01-19
2023,1,20,0,21.94,21.94,2023-01-20
2023,1,20,1,48.9,48.9,2023-01-20
2023,1,20,2,44.5,44.5,2023-01-20
2023,1,20,3,29.99,29.99,2023-01-20
2023,1,20,4,30.0,30.0,2023-01-20
2023,1,20,5,37.01,37.01,2023-01-20
2023,1,20,6,48.0,48.0,2023-01-20
2023,1,20,7,53.7,53.7,2023-01-20
2023,1,20,8,71.72,71.72,2023-01-20
2023,1,20,9,90.58,90.58,2023-01-20
2023,1,20,10,93.38,93.38,2023-01-20
2023,1,20,11,83.82,83.82,2023-01-20
2023,1,20,12,77.0,77.0,2023-01-20
2023,1,20,13,82.85,82.85,2023-01-20
2023,1,20,14,76.77,76.77,2023-01-20
2023,1,20,15,75.0,75.0,2023-01-20
2023,1,20,16,75.0,75.0,2023-01-20
2023,1,20,17,88.3,88.3,2023-01-20
2023,1,20,18,115.97,115.97,2023-01-20
2023,1,20,19,164.3,164.3,2023-01-20
2023,1,20,20,207.8,207.8,2023-01-20
2023,1,20,21,197.95,197.95,2023-01-20
2023,1,20,22,175.89,175.89,2023-01-20
2023,1,20,23,126.9,126.9,2023-01-20
2023,1,21,0,93.53,93.53,2023-01-21
2023,1,22,1,32.37,32.37,2023-01-22
2023,1,22,2,18.0,18.0,2023-01-22
2023,1,22,3,20.0,20.0,2023-01-22
2023,1,22,4,14.0,14.0,2023-01-22
2023,1,22,5,13.84,13.84,2023-01-22
2023,1,22,6,13.29,13.29,2023-01-22
2023,1,22,7,11.0,11.0,2023-01-22
2023,1,22,8,16.0,16.0,2023-01-22
2023,1,22,9,30.1,30.1,2023-01-22
2023,1,22,10,28.09,28.09,2023-01-22
2023,1,22,11,18.0,18.0,2023-01-22
2023,1,22,12,15.0,15.0,2023-01-22
2023,1,22,13,18.0,18.0,2023-01-22
2023,1,22,14,20.0,20.0,2023-01-22
2023,1,22,15,20.15,20.15,2023-01-22
2023,1,22,16,18.0,18.0,2023-01-22
2023,1,22,17,21.94,21.94,2023-01-22
2023,1,22,18,32.99,32.99,2023-01-22
2023,1,22,19,71.72,71.72,2023-01-22
2023,1,22,20,88.65,88.65,2023-01-22
2023,1,22,21,128.97,128.97,2023-01-22
2023,1,22,22,124.51,124.51,2023-01-22
2023,1,22,23,75.0,75.0,2023-01-22
2023,1,23,0,55.16,55.16,2023-01-23
2023,1,23,1,50.0,50.0,2023-01-23
2023,1,23,2,39.58,39.58,2023-01-23
2023,1,23,3,34.44,34.44,2023-01-23
2023,1,23,4,37.78,37.78,2023-01-23
2023,1,23,5,37.78,37.78,2023-01-23
2023,1,23,6,40.01,40.01,2023-01-23
2023,1,23,7,50.0,50.0,2023-01-23
2023,1,23,8,63.0,63.0,2023-01-23
2023,1,23,9,88.65,88.65,2023-01-23
2023,1,23,10,95.01,95.01,2023-01-23
2023,1,23,11,63.0,63.0,2023-01-23
2023,1,23,12,59.6,59.6,2023-01-23
2023,1,23,13,59.16,59.16,2023-01-23
2023,1,23,14,59.16,59.16,2023-01-23
2023,1,23,15,54.0,54.0,2023-01-23
2023,1,23,16,53.8,53.8,2023-01-23
2023,1,23,17,59.6,59.6,2023-01-23
2023,1,23,18,65.0,65.0,2023-01-23
2023,1,23,19,109.0,109.0,2023-01-23
2023,1,23,20,156.4,156.4,2023-01-23
2023,1,23,21,157.22,157.22,2023-01-23
2023,1,23,22,150.5,150.5,2023-01-23
2023,1,23,23,78.59,78.59,2023-01-23
2023,1,24,0,64.8,64.8,2023-01-24
2023,1,24,1,63.0,63.0,2023-01-24
2023,1,24,2,51.9,51.9,2023-01-24
2023,1,24,3,48.62,48.62,2023-01-24
2023,1,24,4,47.85,47.85,2023-01-24
2023,1,24,5,49.67,49.67,2023-01-24
2023,1,24,6,51.9,51.9,2023-01-24
2023,1,24,7,60.3,60.3,2023-01-24
2023,1,24,8,80.03,80.03,2023-01-24
2023,1,24,9,95.0,95.0,2023-01-24
2023,1,24,10,88.02,88.02,2023-01-24
2023,1,24,11,65.0,65.0,2023-01-24
2023,1,24,12,63.16,63.16,2023-01-24
2023,1,24,13,64.0,64.0,2023-01-24
2023,1,24,14,64.02,64.02,2023-01-24
2023,1,24,15,64.0,64.0,2023-01-24
2023,1,24,16,64.0,64.0,2023-01-24
2023,1,24,17,64.02,64.02,2023-01-24
2023,1,24,18,94.0,94.0,2023-01-24
2023,1,24,19,138.17,138.17,2023-01-24
2023,1,24,20,220.0,220.0,2023-01-24
2023,1,24,21,218.08,218.08,2023-01-24
2023,1,24,22,156.0,156.0,2023-01-24
2023,1,24,23,103.01,103.01,2023-01-24
2023,1,25,0,85.0,85.0,2023-01-25
2023,1,25,1,98.86,100.0,2023-01-25
2023,1,25,2,84.87,84.87,2023-01-25
2023,1,25,3,70.0,70.0,2023-01-25
2023,1,25,4,66.81,66.81,2023-01-25
2023,1,25,5,66.81,66.81,2023-01-25
2023,1,25,6,70.01,70.01,2023-01-25
2023,1,25,7,79.01,79.01,2023-01-25
2023,1,25,8,99.76,99.76,2023-01-25
2023,1,25,9,111.22,132.96,2023-01-25
2023,1,25,10,106.01,106.01,2023-01-25
2023,1,25,11,87.38,87.38,2023-01-25
2023,1,25,12,66.81,66.81,2023-01-25
2023,1,25,13,65.33,65.33,2023-01-25
2023,1,25,14,65.0,65.0,2023-01-25
2023,1,25,15,64.99,64.99,2023-01-25
2023,1,25,16,64.8,64.8,2023-01-25
2023,1,25,17,64.8,64.8,2023-01-25
2023,1,25,18,91.16,91.16,2023-01-25
2023,1,25,19,118.47,118.47,2023-01-25
2023,1,25,20,210.34,210.34,2023-01-25
2023,1,25,21,192.28,192.28,2023-01-25
2023,1,25,22,117.01,117.01,2023-01-25
2023,1,25,23,88.65,88.65,2023-01-25
2023,1,26,0,64.8,64.8,2023-01-26
2023,1,26,1,70.78,70.78,2023-01-26
2023,1,26,2,60.6,60.6,2023-01-26
2023,1,26,3,59.16,59.16,2023-01-26
2023,1,26,4,59.0,59.0,2023-01-26
2023,1,26,5,55.0,55.0,2023-01-26
2023,1,26,6,59.16,59.16,2023-01-26
